agency.agencyEmail,agency.agencyId,agency.agencyName,agency.agencyPhone,agency.agencyTimezone,agency.agencyType,agency.agencyUrl,endStop,hasPaths,isValid,routeDepot,routeDepotList,routeId,routeLongName,routeShortName,routeType,skipCount,startStop
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,GARIA BUS STAND,True,Y,GARIA,['GARIA'],371,AIRPORT (GATE NO.1) - GARIA BUS STAND,AC37A:DN,3,0,AIRPORT (GATE NO.1)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,KARUNAMOYEE (SALT LAKE),True,Y,SALTLAKE,['SALTLAKE'],24,THAKURPUKUR (3A) - KARUNAMOYEE (SALT LAKE),S16:UP,3,0,THAKURPUKUR (3A)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,TARATALA,True,Y,,['OTHER'],6241,ACHIPUR - TARATALA,S61:UP,3,0,ACHIPUR
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,BARRACKPORE CHIRIYA MORE,True,Y,,['OTHER'],6095,DOMJUR - BARACKPORE,D13:UP,3,0,DOMJUR BANISHREE CINEMA
,7,Kolkata RTA,,Asia/Kolkata,PASSENGER_TRANSPORT,,BABUGHAT,True,Y,,['OTHER'],5891,BIJOYGARH - BABUGHAT (ESPLANADE),41A:UP,3,0,BIJOYGARH
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,TARATALA,True,Y,,['OTHER'],6176,JOKA (WBTC BUS DEPOT) - MAJERHAT STATION,M17:DN,3,0,WBTC JOKA BUS DEPOT
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,BARUIPUR,True,Y,GHASHBAGAN,['GHASHBAGAN'],5395,HOWRAH STATION - BARUIPUR,C26:UP,3,0,HOWRAH
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,AMTALA,True,Y,OTHER,['OTHER'],21,ULTADANGA - AMTALA,S13:DN,3,0,BIDHANNAGAR RLY STN
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,DAKSHINESWAR,True,Y,OTHER,['OTHER'],5843,BABUGHAT / BAND STAND - DAKSHINESWAR,S158:DN,3,0,BABUGHAT / BAND STAND
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,SHIKARPUR BUS STOP,True,Y,,['OTHER'],5992,ESPLANADE - SHIKARPUR ,E21:UP,3,0,ESPLANADE (WBTC BUS STAND)
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,B. GARDEN (SHIBPUR),True,Y,,['OTHER'],5939,"BALLY KHAL - B,GARDEN",D6/1:DN,3,0,BALLY KHAL BUS TERMINUS
,7,Kolkata RTA,,Asia/Kolkata,PASSENGER_TRANSPORT,,BANDAGHAT,True,Y,,['OTHER'],5670,TOPSIA - BANDAGHAT,24:UP,3,0,TOPSIA
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,BARASAT (CHAPADALI),True,Y,,['OTHER'],6120,ESPLANADE - BARASAT (VIA ULTADANGA),D11/1:DN,3,0,ESPLANADE (WBTC BUS STAND)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,MUKUNDAPUR,True,Y,OTHER,['OTHER'],5872,HOWRAH MAIDAN - MUKUNDAPUR,24A/1:DN,3,0,HOWRAH MAIDAN
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,ESPLANADE (WBTC BUS STAND),True,Y,OTHER,['OTHER'],6008,TARAPITH -  ESPLANADE,E50:DN,3,0,TARAPITH
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,KOLKATA STATION,True,Y,KASBA,['KASBA'],358,UNITECH - KOLKATA STATION,S53:UP,3,0,UNITECH
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,WBTC JOKA BUS DEPOT,True,Y,BARASAT,"['JOKA', 'BARASAT']",5405,BARASAT (CHAPADALI) - JOKA,C8:UP,3,0,BARASAT KAZIPARA BUS DEPOT
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,DIAMOND PARK,True,Y,OTHER,['OTHER'],5276,ST THOMAS SCHOOL - DIAMOND PARK,SPC02:DN,3,0,ST THOMAS SCHOOL
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,HAROA MORE,True,Y,OTHER,['OTHER'],6164,ESPLANADE - HAROA,T11:UP,3,0,ESPLANADE (WBTC BUS STAND)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,HOWRAH STATION,True,Y,OTHER,['OTHER'],5552,PAILAN - HOWRAH STATION,12C/1A:UP,3,0,PAILAN
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,HOWRAH STATION,True,Y,,['OTHER'],5968,LAKE TOWN  -  HOWRAH,AC30:DN,3,0,LAKE TOWN (JESSORE ROAD)
,9,WBSTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,HABRA WBTC DEPOT,True,Y,,['OTHER'],5951,GARIA - HABRA,C43:DN,3,0,GARIA BUS STAND
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,BAGBAZAR ,True,Y,,['OTHER'],6267,BELURMATH - BAGBAZAR,WS1:DN,3,0,BELUR MATH
,7,Kolkata RTA,,Asia/Kolkata,PASSENGER_TRANSPORT,,MURAGACHA (KALYANI EXPRESSWAY),True,Y,,['OTHER'],5714,SAJIRHAT (NEW BARRACKPUR) - MURAGACHA (KALYANI EXPRESSWAY),214:DN,3,0,SAJIRHAT (NEW BARRACKPUR)
,7,Kolkata RTA,,Asia/Kolkata,PASSENGER_TRANSPORT,,GARIA,True,Y,,['OTHER'],5772,HOWRAH FIRE STATION - REGENT ESTATE / LAYALKA,41:DN,3,0,HOWRAH FIRE STATION
,7,Kolkata RTA,,Asia/Kolkata,PASSENGER_TRANSPORT,,NICCO PARK,True,Y,,['OTHER'],5623,RAJABAZAR - NICCO PARK,12:UP,3,0,RAJABAZAR
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,THAKURPUKUR (3A),True,Y,HOWRAH,['HOWRAH'],19,HOWRAH STATION - THAKURPUKUR (3A),S12D:UP,3,0,HOWRAH STATION
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,GARIA BUS STAND,True,Y,OTHER,['OTHER'],357,HOWRAH STATION - GARIA BUS STAND,S5:DN,3,0,HOWRAH STATION
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,HOWRAH STATION,True,Y,OTHER,['OTHER'],5261,UTTAR PANCHANNA GRAM - HOWRAH STATION,S186:UP,3,0,UTTAR PANCHANNA GRAM
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,TARATALA RD &  HIDE RD XING,True,Y,OTHER,['OTHER'],6179,  BADARTALA  - GAS TURBINE (TARATALA RD),42A:UP,3,0,BADARTALA
,9,WBSTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,BICHALI FERRY GHAT(METIABRUZ),True,Y,,['OTHER'],6290,ARIADAHA FERRY GHAT - BICHALI FERRY GHAT(METIABRUZ),MV07:DN,3,0,ARIADAHA FERRY GHAT
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,SHYAM BAZAR METRO,True,Y,,['OTHER'],6051,BARRACKPORE - SHYAMBAZAR,PSP6:DN,3,0,BARRACKPORE CHIRIYA MORE
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,HOWRAH STATION,True,Y,TARATALA,['TARATALA'],71,PARNASREE - HOWRAH STATION,AC4:UP,3,0,PARNASREE
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,GHATAK PUKUR,True,Y,TOLLYGUNGE,['TOLLYGUNGE'],5397,TOLLYGUNGE (METRO) - GHATAK PUKUR,C2A:UP,3,0,TOLLYGUNGE (METRO)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,HOWRAH STATION,True,Y,OTHER,['OTHER'],5822,BIJOYGARH - HOWRAH STATION,S130:UP,3,0,BIJOYGARH
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,PATULI,True,Y,OTHER,['OTHER'],343,NABANNA (TOLL GATE) - PATULI,S24N:DN,3,0,PTS
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,ANTPUR,True,Y,,['OTHER'],6160,HABRA - ANTPUR,E33:UP,3,0,HABRA WBTC DEPOT
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,MANDIRTALA,True,Y,OTHER,['OTHER'],5254,ANANDAPUR - MANDIRTALA,KB15:DN,3,0,ANANDAPUR
,9,WBSTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,BIDHANNAGAR RLY STN,True,Y,OTHER,['OTHER'],5328,HATISALA - ULTADANGA,ST7A:DN,3,0,HATISALA
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,ESPLANADE (WBTC BUS STAND),True,Y,,['OTHER'],5933,HALDIA - KOLKATA (BANGLASHREE EXPRESS),BE16:DN,3,0,HALDIA TOWNSHIP BUS STAND
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,ANANDAPUR,True,Y,OTHER,['OTHER'],5894,HOWRAH  STATION - ANANDAPUR,S107/1:DN,3,0,HOWRAH
,9,WBSTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,BARASAT BUS STAND,True,Y,,['OTHER'],6142,KARUNAMOYEE - BARASAT,ACT4:DN,3,0,KARUNAMOYEE (SALT LAKE)
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,NEWTOWN,True,Y,,['OTHER'],6019, KOLKATA WEST INTERNATIONAL CITY - NEW TOWN,D16:UP,3,0,KOLKATA WEST INTERNATIONAL CITY
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,ESPLANADE (WBTC BUS STAND),True,Y,OTHER,['OTHER'],6086,HASHNABAD - BARASAT (WBTC DEPOT),E37:DN,3,0,HASNABAD BUS STAND
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,BABUGHAT / BAND STAND,True,Y,OTHER,['OTHER'],5842,AIRPORT (GATE NO.1) - BABUGHAT / BAND STAND,S154:UP,3,0,AIRPORT (GATE NO.1)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,KARUNAMOYEE (SALT LAKE),True,Y,OTHER,['OTHER'],6005,CHINSURA TO SALT LAKE (KARUNAMOYEE),D3:DN,3,0,CHINSURA COURT
,7,Kolkata RTA,,Asia/Kolkata,PASSENGER_TRANSPORT,,SODEPUR,True,Y,,['OTHER'],5672,CHANDITALA MORE - SODEPUR,26/1:UP,3,0,CHANDITALA MORE
,9,WBSTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,ECOSPACE,True,Y,OTHER,['OTHER'],5333,PARNASREE - ECOSPACE,VS4:UP,3,0,PARNASREE
,9,WBSTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,NIMPITH,True,Y,,['OTHER'],6264,ESPLANADE  -  NIMPITH,ST39:DN,3,0,ESPLANADE (WBTC BUS STAND)
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,BELGACHIA,True,Y,OTHER,['OTHER'],5346,ESPLANADE (KC DAS) - BELGACHIA,RT12/1:DN,0,0,ESPLANADE (KC DAS)
,7,Kolkata RTA,,Asia/Kolkata,PASSENGER_TRANSPORT,,MUKUNDAPUR BUS STAND,True,Y,,['OTHER'],5561,RAMNAGAR - MUKUNDAPUR,1A:DN,3,0,BRUK LANE
,9,WBSTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,KAKDWIP,True,Y,,['OTHER'],6248,ESPLANADE - KAKDWIP,ST27:DN,3,0,ESPLANADE (WBTC BUS STAND)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,CANEL WEST RD. BUS STAND,True,Y,OTHER,['OTHER'],5314,NEWTOWN - CANEL WEST RD. BUS STAND,MX1:DN,3,0,NEWTOWN
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,,False,Y,OTHER,['OTHER'],6208,SHAPOORJI HOUSING CAMP-DAKSHINESWAR,DN2/1:DN,3,0,
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,TOLLYGUNGE (METRO),True,Y,,['OTHER'],6012,PETRAPOLE - TOLLYGUNJE ,E49:DN,3,0,PETRAPOLE
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,NARAYANPUR  BATTALA,True,Y,OTHER,['OTHER'],6236,PARK CIRCUS - NARAYANPUR,217/A:UP,3,0,PARK CIRCUS 7 POINT CROSSING
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,BABUGHAT / BAND STAND,True,Y,OTHER,['OTHER'],5566,BANSHDRONI - BABUGHAT / BAND STAND,205A/1:UP,3,0,BANSHDRONI
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,KARUNAMOYEE (SALT LAKE),True,Y,OTHER,['OTHER'],4737,BALLY HALT - KARUNAMOYEE (SALT LAKE),S23A:DN,3,0,BALLY HALT
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,HOWRAH STATION,True,Y,OTHER,['OTHER'],5858,UNITECH - HOWRAH STATION,215A:UP,3,0,UNITECH
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,BELGACHIA TRAM DEPOT,True,Y,BELGACHIA,['BELGACHIA'],5392,DOMJUR - BELGACHIA,C11:DN,3,0,DOMJUR BUS STAND/PS
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,SEALDAH (BR SINGH HOSPITAL),True,Y,OTHER,['OTHER'],5870,HOWRAH STATION - SEALDAH (BR SINGH HOSPITAL),28:DN,3,0,HOWRAH STATION
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,AMTALA,True,Y,OTHER,['OTHER'],409,NABANNA (TOLL GATE) - AMTALA,ORD1A:DN,3,0,KIDDERPORE
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,THAKURPUKUR (3A),True,Y,THAKURPUKUR,['THAKURPUKUR'],387,KARUNAMOYEE (SALT LAKE) - THAKURPUKUR (3A),AC17:DN,3,0,KARUNAMOYEE (SALT LAKE)
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,BAKKHALI,True,Y,,['OTHER'],6165,ESPLANADE - BAKKHALI,ACT15:UP,3,0,ESPLANADE (WBTC BUS STAND)
,9,WBSTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,UNITECH,True,Y,OTHER,['OTHER'],5337,KUNDGHAT - UNITECH,VS10:UP,3,0,KUNDGHAT
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,KARUNAMOYEE (SALT LAKE),True,Y,,['OTHER'],5747,HOWRAH STATION - KARUNAMOYEE (SALT LAKE),NS11:UP,3,0,HOWRAH STATION
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,CHETLA,True,Y,OTHER,['OTHER'],317,PAIKPARA BUS STAND - CHETLA,33:DN,3,0,PAIKPARA BUS STAND
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,DUNLOP,True,Y,,['OTHER'],6042,ESPLANADE (WBTC BUS STAND) - DUNLOP,PSP2:UP,3,0,ESPLANADE (WBTC BUS STAND)
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,BARASAT BUS STAND,True,Y,,['OTHER'],5898,KOLKATA - BARASAT (BANGLASHREE EXPRESS),BE20:UP,3,0,ESPLANADE (WBTC BUS STAND)
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,RAJA BAZAR TRAM DEPOT,True,Y,RAJABAZAR,['RAJABAZAR'],5433,BHEBIA CHOWRASTHA - RAJA BAZAR TRAM DEPOT,T10/1:DN,3,0,BHEBIA CHOWRASTHA
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,BONHOOGLY,True,Y,OTHER,['OTHER'],6187,BEHALA CHOWRASTHA - BONGHOOGHLY,222:UP,3,0,BEHALA CHOWRASTHA
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,NOAPARA BUS STAND,True,Y,OTHER,['OTHER'],5664,ESPLANADE (WBTC BUS STAND) - NOAPARA BUS STAND,34C:UP,3,0,ESPLANADE (WBTC BUS STAND)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,KAMALGAZI,True,Y,,['OTHER'],5735,HOWRAH STATION - KAMALGAZI,NS4:DN,3,0,HOWRAH STATION
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,NAZAT BUS STAND,True,Y,,['OTHER'],6069,ESPLANADE - NYAJAT,D21:UP,3,0,ESPLANADE (WBTC TRAM STAND)
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,TOLLYGUNGE (METRO),True,Y,OTHER,['OTHER'],5370,BALLYGUNGE STATION - TOLLYGUNGE (METRO),RT24/29:DN,0,0,BALLYGUNGE STATION
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,HALTU  MORE,True,Y,OTHER,['OTHER'],5803,BBD BAG - HALTU  MORE,S109:DN,3,0,BBD BAG
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,HOWRAH STATION,True,Y,,['OTHER'],6077,BAGDA  - HOWRAH,D7/1:DN,3,0,BAGDA
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,SASTIR MORE,True,Y,OTHER,['OTHER'],5309,HOWRAH STATION - SASTIR MORE,M7C:DN,3,0,HOWRAH STATION
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,GHATAK PUKUR,True,Y,OTHER,['OTHER'],6027,RAJABAZAR - GHATAKPURKUR,T3:UP,3,0,RAJA BAZAR TRAM DEPOT
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,ROY BAHADUR ROAD (JAMES LONG CROSSING),True,Y,OTHER,['OTHER'],5876,RAJABAZAR - JAMES LONG SARANI,S178:DN,3,0,RAJABAZAR
,9,WBSTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,BAKKHALI,True,Y,,['OTHER'],6259, ESPLANADE - BAKKHALI,ST32:DN,3,0,ESPLANADE (WBTC BUS STAND)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,JADAVPUR UNIVERSITY (8B BUS STAND),True,Y,LAKE,"['LAKE', 'HOWRAH']",309,HOWRAH STATION - JADAVPUR UNIVERSITY (8B BUS STAND),AC1:DN,3,0,HOWRAH STATION
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,KRISHNANAGAR BUS STAND,True,Y,,['OTHER'],5928,KOLKATA - KRISHNANAGAR (BANGLASHREE EXPRESS),BE19:UP,3,0,ESPLANADE (WBTC BUS STAND)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,GARIA,True,Y,GARIA,['GARIA'],392,BELUR MATH - GARIA,AC50:DN,3,0,BELUR MATH
,9,WBSTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,MALANCHA HOUSING,True,Y,SLD,['OTHER'],5482,ULTADANGA - MALANCHA HOUSING,ST15:UP,3,0,BIDHANNAGAR RLY STN
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,RAJBALLAV PARA,True,Y,GARIA,['GARIA'],340,GARIA - RAJBALLAV PARA,S21:UP,3,0,GARIA
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,RATHTALA (BT ROAD),True,Y,,['OTHER'],6298,MAYUKH BHAVAN - RATHTALA,BFSP3:UP,3,0,MAYUKH BHAVAN
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,BARASAT BUS STAND,True,Y,,['OTHER'],5921,BARASAT STATE UNIVERSITY- BARASAT ,C29/1:DN,3,0,BARASAT STATE UNIVERSITY
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,DAKSHINESWAR,True,Y,LAKE,['OTHER'],5454,GOLF GREEN - DAKSHINESWAR,AC9A:UP,3,0,GOLF GREEN
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,AIRPORT (GATE NO.1),True,Y,GARIA,['GARIA'],60,GARIA - AIRPORT (GATE NO.1),AC37B:UP,3,0,GARIA
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,HOWRAH STATION,True,Y,OTHER,['OTHER'],5263,215A BUS STAND - HOWRAH STATION,44A:UP,3,0,215A BUS STAND
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,JANGIPARA BUS STAND,True,Y,,['OTHER'],6000,ESPLANADE TO JANGIPARA,E13:UP,3,0,ESPLANADE (WBTC BUS STAND)
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,ESPLANADE (WBTC BUS STAND),True,Y,,['OTHER'],6166,SANGRAMPUR - ESPLANADE ,E42:DN,3,0,SANGRAMPUR
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,KOLKATA STATION,True,Y,TARATALA,['TARATALA'],42,SHAKUNTALA PARK - KOLKATA STATION,S45:UP,3,0,SHAKUNTALA PARK
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,BARASAT KAZIPARA BUS DEPOT,True,Y,,['OTHER'],6129,SANTRAGACHI - BARASAT ( VIA SECTOR-V),ACT3A:DN,3,0,SANTRAGACHI
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,BELGHORIA STATION,True,Y,OTHER,['OTHER'],5692,GOLF GREEN - BELGHORIA STATION,234:UP,3,0,GOLF GREEN
,9,WBSTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,ESPLANADE (WBTC BUS STAND),True,Y,OTHER,['OTHER'],5297,AIRPORT (GATE NO.1) - ESPLANADE (WBTC BUS STAND),VS14:DN,3,0,AIRPORT (GATE NO.1)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,HAROA,True,Y,OTHER,['OTHER'],6210,SHYAMBAZAR - HOROA ,91A:DN,3,0,SHYAMBAZAR
,7,Kolkata RTA,,Asia/Kolkata,PASSENGER_TRANSPORT,,SILPARA,True,Y,,['OTHER'],5632,SEALDAH (BR SINGH HOSPITAL) - SILPARA,21:DN,3,0,SEALDAH (BR SINGH HOSPITAL)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,NABANNA,True,Y,OTHER,['OTHER'],5938,BALLY KHAL-NABANNA,D6:UP,3,0,BALLY KHAL BUS TERMINUS
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,GD BUS TERMINUS (SALTLAKE),True,Y,,['OTHER'],5948,GARIA - SALTLAKE GD TERMINUS,S14D:UP,3,0,GARIA BUS STAND
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,SHYAMKHOLA  MORE,True,Y,OTHER,['OTHER'],5795,BBD BAG - SHYAMKHOLA  MORE,S102:DN,3,0,BBD BAG
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,BARUIPUR STAND,True,Y,,['OTHER'],5982,NABANNA -BARUIPUR,C46:UP,3,0,NABANNA
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,AIRPORT (GATE NO.1),True,Y,OTHER,['OTHER'],5541,BABUGHAT - AIRPORT (GATE NO.1),30B:UP,3,0,BABUGHAT
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,EDEN CITY,True,Y,MANIKTALA,['MANIKTALA'],391,AIRPORT (GATE NO.3) - EDEN CITY,AC49:DN,3,0,AIRPORT (GATE NO.3)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,HOWRAH STATION,True,Y,OTHER,['OTHER'],5306,BAGPOTA - HOWRAH STATION,7E:UP,3,0,BAGPOTA
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,NEWTOWN,True,Y,,['OTHER'],6147,DOMJUR - NEW TOWN,C11/2:UP,3,0,DOMJUR BUS STAND/PS
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,BEHALA (14),True,Y,MANIKTALA,['MANIKTALA'],38,KANKURGACHI - BEHALA (14),S3B:DN,3,0,KANKURGACHI
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,RAJ CHANDRA PUR,True,Y,OTHER,['OTHER'],5219,GARIA BUS STAND - RAJ CHANDRA PUR,AC50A:UP,3,0,GARIA BUS STAND
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,ESPLANADE (WBTC BUS STAND),True,Y,OTHER,['OTHER'],5610,BARUIPUR RAIL STATION. - ESPLANADE (WBTC BUS STAND),80B:UP,3,0,BARUIPUR RAIL STATION.
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,SANTOSHPUR  BUS STAND,True,Y,OTHER,['OTHER'],5640, A.J BLOCK ( 206 BUS STAND) - SANTOSHPUR  BUS STAND,206:DN,3,0, A.J BLOCK ( 206 BUS STAND)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,JADAVPUR UNIVERSITY (8B BUS STAND),True,Y,OTHER,['OTHER'],5815,PURBACHAL / TANK NO. 13 - JADAVPUR UNIVERSITY (8B BUS STAND),S122:DN,3,0,PURBACHAL / TANK NO. 13
